State,Grade,Standard ID,Standard Text,Project Name,Course Name,Match Rationale
AL,8,DLCS18.8.25,Create a model that represents a system.,6.4 ASCII Pets,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,Capstone #1 A Symbiotic World,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,Capstone #1 Business Founder,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,Capstone #2 Interview an Innovator,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,Capstone #2 Media Recommender,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.08; shared tokens model
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.08; shared tokens model
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,1.2 Interactive Story,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,1.3 User Namer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,1.4 Movie Trailer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,1.5 Big Debut,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,1.6 Speaking Style,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.1 Can I Take Your Order?,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.2 Animal Trainer,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.2 The G.O.A.T.,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.3 Island Survivors,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.3 The Great Race,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.4 Dream House,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,"2.4 I Want It, I Bought It",Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.5 Scavenger Hunt,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.5 Sports Reporter,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.6 Number Trick,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,2.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.1 Into the TV,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.1 Snack Shack,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.2 Text Adventure,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.2 Time Traveler,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.3 Clubhouse,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.3 Trivia Countdown,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.4 Ask the Expert,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.4 Spot the Bot,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.5 Hidden Treasure,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.5 Riddle Keeper,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,3.6 Superfan,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.1 Digital Pet,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.1 Dream Machine,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.1 Special Request,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.2 Gabby the Chatbot,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.2 Postify,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.2 Time Loop,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.3 Horoscope,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.3 Mystery Manor,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.3 Portal Puzzle,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.4 Collaborative Sentence,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.4 Feeding Frenzy,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.4 Personality Quizmaker,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.5 Passion Project,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.5 Target Practice,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.5 Wizard Batttle,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,4.6 Rock Paper Scissors,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.1 Product Insights,Web Development,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.1 Product Insights,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.1 Video Prompter,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.2 Color Challenge,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.2 Personal Portfolio,Web Development,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.2 Personal Portfolio,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.3 Code Corporation,Web Development,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.3 Code Corporation,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.3 Trick Challenge,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.4 Life Frame,Web Development,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.4 Life Frame,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.4 Lightning Round,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.5 Dance Creator,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.5 Passion Project,Web Development,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.5 Passion Project,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.6 Detective,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.1 Emoji Quilts,Intro to Python,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.1 Emoji Quilts,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.2 Super Emoji Quilts,Intro to Python,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.2 Super Emoji Quilts,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.3 Disco Dancer,Intro to Python,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.3 Disco Dancer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.4 ASCII Pets,Intro to Python,Matched CSTA 0.08; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,6.4 ASCII Pets,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,Capstone #1 A Symbiotic World,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,Capstone #1 Business Founder,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,Capstone #2 Interview an Innovator,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.26,Create a simulation that tests a specific model.,Capstone #2 Media Recommender,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.27,Analyze assistive technologies and how they improve the quality of life for users.,0.1 Fantastic Features,CS Connections with VR,"Matched CSTA 0.12; shared tokens users, how"
AL,8,DLCS18.8.27,Analyze assistive technologies and how they improve the quality of life for users.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.06; shared tokens how
AL,8,DLCS18.8.27,Analyze assistive technologies and how they improve the quality of life for users.,0.4 Digital Device Design,CS Connections with VR,"Matched CSTA 0.12; shared tokens users, how"
AL,8,DLCS18.8.27,Analyze assistive technologies and how they improve the quality of life for users.,0.8 Underwater,CS Connections with VR,Matched CSTA 0.07; shared tokens technologies
AL,8,DLCS18.8.27,Analyze assistive technologies and how they improve the quality of life for users.,1.3 Let's Party!,CS Connections with VR,"Matched CSTA 0.12; shared tokens users, how"
